0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112	0.084238112
0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401	0.167877401
0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301	0.250323301
0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973	0.33098973
0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254	0.409303254
0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167	0.484707167
0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446	0.556665446
0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561	0.624666561
0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114	0.688227114
0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271	0.746895271
0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979	0.800253979
0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927	0.847923927
0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245	0.889566245
0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909	0.924884909
0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851	0.953628851
0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738	0.975593738
0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429	0.990623429
